label,horizontal,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
U,True,0.4821245968341827,0.1736256629228592,-0.0454578548669815,0.5149189233779907,0.240004301071167,-0.1856888979673385,0.4944061934947967,0.2513189315795898,0.13310107588768,0.5112320184707642,0.4997721314430237,-0.0954193547368049,0.4899661839008331,0.4992367625236511,0.0952645540237426,0.5054910778999329,0.685121476650238,-0.0694948360323906,0.4946160316467285,0.6746801137924194,0.1627858430147171,0.50177401304245,0.8613134026527405,-0.0279979482293128,0.4997247457504272,0.8294665217399597,0.2546038329601288
U,True,0.4726766943931579,0.1622473001480102,-0.0757513269782066,0.5069466233253479,0.2282712757587433,-0.214400514960289,0.4956732392311096,0.2362785935401916,0.11020427942276,0.509509801864624,0.5031352639198303,-0.1008836403489112,0.4917092025279999,0.4980753362178802,0.1008054465055465,0.5025337338447571,0.6813014149665833,-0.0494556911289691,0.4958783090114593,0.6654776930809021,0.2041475921869278,0.4979058504104614,0.8519457578659058,0.0013306237524375,0.4995292127132416,0.8115782737731934,0.328251451253891
U,True,0.4577355682849884,0.188121497631073,-0.0540162324905395,0.4911012351512909,0.2348796427249908,-0.2222190052270889,0.4940664172172546,0.2471588253974914,0.1236131787300109,0.5058637261390686,0.502591609954834,-0.1081401854753494,0.4945659935474396,0.4972477555274963,0.1081141680479049,0.4839593172073364,0.6749665141105652,-0.041339922696352,0.4780632257461548,0.6546643972396851,0.2244036346673965,0.4911282062530517,0.8455170392990112,0.0203754436224699,0.4874121844768524,0.8000317215919495,0.3618780076503753
U,True,0.4292921721935272,0.1885456144809723,-0.0702110081911087,0.4646459817886352,0.2321973145008087,-0.2153294384479522,0.4586482346057892,0.2593752145767212,0.118687130510807,0.5076736807823181,0.5008249878883362,-0.1046226397156715,0.4937472641468048,0.4980301856994629,0.1044819727540016,0.4884430468082428,0.6787458062171936,-0.0547035783529281,0.4758998453617096,0.6569629311561584,0.1750677675008773,0.4813025891780853,0.859760046005249,0.0066005419939756,0.479947417974472,0.8239449262619019,0.2729489505290985
U,True,0.4794513583183288,0.1679576486349105,-0.0674080625176429,0.5118904709815979,0.2347790747880935,-0.2120298445224762,0.5012397766113281,0.2398069649934768,0.1112395375967025,0.5123088955879211,0.5005757212638855,-0.0979542210698127,0.4891338050365448,0.4984772801399231,0.0977757424116134,0.5097285509109497,0.683209240436554,-0.0474066138267517,0.4975637793540954,0.6723867654800415,0.1868228018283844,0.5060890316963196,0.8595418334007263,0.0092711970210075,0.5026832222938538,0.8238102197647095,0.2957630157470703
U,True,0.473317414522171,0.1627716720104217,-0.0807856395840644,0.5093927979469299,0.2282600551843643,-0.2282901555299759,0.4924746751785278,0.2370585352182388,0.1018815487623214,0.5124195218086243,0.4999893605709076,-0.0993555709719657,0.4884089827537536,0.4988198578357696,0.0991654992103576,0.508509635925293,0.6784613132476807,-0.0384524501860141,0.494807481765747,0.6625226736068726,0.2045592218637466,0.5041757225990295,0.8480682373046875,0.0250823590904474,0.501559317111969,0.8074085116386414,0.3341899216175079
U,True,0.4529148936271667,0.1854676455259323,-0.069797359406948,0.4883163273334503,0.2318276911973953,-0.2206140160560608,0.4853450059890747,0.2463385313749313,0.1323556005954742,0.5070421099662781,0.5013248324394226,-0.1113294437527656,0.4938398599624634,0.4971997439861297,0.1112623438239097,0.4845752418041229,0.6747921109199524,-0.0448289364576339,0.4796537756919861,0.6544815897941589,0.2125413417816162,0.4917588233947754,0.8427969217300415,0.0248884670436382,0.4887421727180481,0.8024953603744507,0.3353132307529449
U,True,0.4758316576480865,0.1769806891679763,-0.0728134661912918,0.5093879103660583,0.2399076670408249,-0.2184401005506515,0.4982461035251617,0.2517829537391662,0.1172883212566375,0.5084477066993713,0.5018225312232971,-0.1039344146847724,0.4929693639278412,0.4985163509845733,0.1038822382688522,0.5009162425994873,0.6818833351135254,-0.0567060075700283,0.4944518208503723,0.6680755615234375,0.2023910582065582,0.4973145127296448,0.8573722243309021,-0.0044307480566203,0.4985890388488769,0.8200217485427856,0.3180611133575439
U,True,0.4636960923671722,0.1578398495912552,-0.0501257814466953,0.4947690963745117,0.2218672335147857,-0.2017145901918411,0.4816985130310058,0.240786075592041,0.1336016505956649,0.5112493634223938,0.500562310218811,-0.1023545712232589,0.4893417060375213,0.498705506324768,0.1021811738610267,0.5073744654655457,0.6773630380630493,-0.0502693057060241,0.4982574582099914,0.663892924785614,0.1926357150077819,0.498767614364624,0.8520089983940125,0.0064178975299,0.4968625009059906,0.809883713722229,0.3116718530654907
U,True,0.4741414487361908,0.1649018675088882,-0.0419091470539569,0.5051781535148621,0.2287918776273727,-0.1911975294351577,0.4955808520317077,0.2404008358716964,0.1332562863826751,0.5106781721115112,0.5010030269622803,-0.0987753868103027,0.4900893270969391,0.4988165199756622,0.098611444234848,0.5074978470802307,0.6810834407806396,-0.0632862225174903,0.4990837574005127,0.6663246154785156,0.1825979650020599,0.502839982509613,0.8546634912490845,-0.0190251916646957,0.5048659443855286,0.8058356642723083,0.2913946509361267
U,True,0.4668565988540649,0.1636408567428589,-0.0676658228039741,0.4992775619029999,0.2272591143846511,-0.2132409214973449,0.4928612411022186,0.2396473139524459,0.1159806922078132,0.5083292126655579,0.5008596181869507,-0.1014719530940055,0.4929079711437225,0.4979236125946045,0.1013648435473442,0.5025516748428345,0.6875725388526917,-0.0529743544757366,0.4951862692832947,0.6720901131629944,0.1993636339902877,0.5028939843177795,0.8550852537155151,-0.0014589227503165,0.4997149109840393,0.8198903203010559,0.3250055015087127
U,True,0.4648057818412781,0.1836259514093399,-0.0368408150970935,0.4945389628410339,0.2301390469074249,-0.2118064314126968,0.5074769854545593,0.2524957656860351,0.1402638256549835,0.503732442855835,0.502199113368988,-0.1081225350499153,0.4976936280727386,0.4992172122001648,0.10807416588068,0.4870937466621399,0.6780124306678772,-0.0458463206887245,0.484086662530899,0.6594023108482361,0.2156307250261306,0.4914221465587616,0.8483147621154785,0.0090923300012946,0.4881698489189148,0.8025063276290894,0.3411440551280975
U,True,0.4652176797389984,0.1756188422441482,-0.0596073977649211,0.4991710782051086,0.2277346700429916,-0.2055573314428329,0.4884270131587982,0.2499265223741531,0.1359521746635437,0.5085593461990356,0.4997940957546234,-0.1037453860044479,0.4915656447410583,0.500058650970459,0.1036670729517936,0.4995477199554443,0.6781367659568787,-0.0775212571024894,0.4936557114124298,0.6697683334350586,0.1958998292684555,0.4880965054035187,0.8549113869667053,-0.0403484590351581,0.4901759922504425,0.8196368217468262,0.3064455986022949
U,True,0.4769906103610992,0.172404795885086,-0.0188920143991708,0.5102700591087341,0.2286694496870041,-0.1797250658273697,0.497294008731842,0.2448738515377044,0.1554859727621078,0.5090656280517578,0.5007787346839905,-0.099016472697258,0.4917439520359039,0.4987598061561584,0.098871424794197,0.5002279281616211,0.6803866028785706,-0.0582038313150405,0.4939302504062652,0.670091986656189,0.1571321934461593,0.4960938990116119,0.8549362421035767,-0.0070580253377556,0.4969314336776733,0.8228932619094849,0.2415626794099807
U,True,0.4755678176879883,0.1723800748586654,-0.0544190667569637,0.5078946948051453,0.2285744994878769,-0.215490385890007,0.4977360367774963,0.2441582828760147,0.1372619718313217,0.5090375542640686,0.5010435581207275,-0.1069074794650077,0.4921759068965912,0.4994625449180603,0.1068429797887802,0.501303493976593,0.6826030611991882,-0.0585860647261142,0.4955487847328186,0.6737838387489319,0.1918706148862838,0.4954912066459656,0.8596364259719849,-0.0011544401058927,0.4949168264865875,0.8295547366142273,0.300980806350708
U,True,0.4667332470417022,0.1763694882392883,-0.0484295152127742,0.4966795146465301,0.2275261729955673,-0.2039284259080886,0.5066158175468445,0.2495881617069244,0.1336551755666732,0.5042418241500854,0.5001044273376465,-0.1020963415503501,0.4960063993930816,0.4984644949436188,0.1020363718271255,0.4979783594608307,0.6796450018882751,-0.0502059422433376,0.4952998757362366,0.6679456233978271,0.2083500772714615,0.4951637089252472,0.854882538318634,-0.0074319234117865,0.4955716431140899,0.8178931474685669,0.3316146433353424
U,True,0.4580637216567993,0.1825004816055297,-0.0704903155565261,0.4947218000888824,0.2330792844295501,-0.2353084832429886,0.4895593225955963,0.248145505785942,0.1204531118273735,0.5085997581481934,0.4998062551021576,-0.1084721088409423,0.4929872155189514,0.5003837943077087,0.108433797955513,0.5032582879066467,0.6804749965667725,-0.0416221432387828,0.4960134327411651,0.6693907976150513,0.1966791301965713,0.4964120090007782,0.8573653697967529,0.0352151095867157,0.4938265979290008,0.826968252658844,0.3153016865253448
U,True,0.4687646925449371,0.1789911687374115,-0.0504746921360492,0.5037748217582703,0.2329572439193725,-0.1963941901922226,0.4926880002021789,0.2452162951231002,0.1325434148311615,0.5082948207855225,0.501853346824646,-0.0988274440169334,0.4917797446250915,0.4991111159324646,0.098651647567749,0.5047644376754761,0.6876657009124756,-0.0480051562190055,0.4977949559688568,0.6720885634422302,0.1533909887075424,0.4995412528514862,0.8567472100257874,0.0171884819865226,0.5003071427345276,0.8249130249023438,0.2424322813749313
U,True,0.4666532278060913,0.1773327589035034,-0.0851126015186309,0.5051692724227905,0.2357004284858703,-0.2297302186489105,0.4896315038204193,0.2468920946121215,0.1094886139035224,0.5085167288780212,0.5003800392150879,-0.1044692322611808,0.4923085868358612,0.498797208070755,0.1043221578001976,0.5058202147483826,0.6842923164367676,-0.0461272411048412,0.4983717799186706,0.668232262134552,0.1772141754627227,0.5030711889266968,0.855893611907959,0.0290002468973398,0.5014209747314453,0.8232482075691223,0.2890246212482452
U,True,0.4637053906917572,0.1666119843721389,-0.0731900632381439,0.4948752820491791,0.2313695251941681,-0.2279150933027267,0.4816570878028869,0.2459730356931686,0.1183725222945213,0.5106065273284912,0.5009918808937073,-0.1045214459300041,0.4900127053260803,0.4997419118881225,0.104455254971981,0.5068122148513794,0.6820259094238281,-0.0434256270527839,0.4932182133197784,0.6661832332611084,0.1998863369226455,0.5000525712966919,0.8533474802970886,0.0288692228496074,0.4982525110244751,0.823065996170044,0.3218697309494018
U,True,0.4851876497268677,0.1655281633138656,-0.0607669204473495,0.5098341107368469,0.2309780567884445,-0.196575254201889,0.5076013207435608,0.2406726032495498,0.1065227165818214,0.5089369416236877,0.5020763874053955,-0.0941183418035507,0.4925049543380737,0.4991390407085418,0.0938426032662391,0.5075168013572693,0.6787123084068298,-0.0275282505899667,0.4991290867328644,0.667793869972229,0.1640597879886627,0.5116583704948425,0.8505138158798218,0.042390801012516,0.5095375776290894,0.8170783519744873,0.2644518613815307
U,True,0.4788589477539062,0.1649948060512542,-0.0563871189951896,0.5034836530685425,0.2272454500198364,-0.2088235020637512,0.5009766817092896,0.2389468699693679,0.122745856642723,0.5074914693832397,0.5021448135375977,-0.1026676148176193,0.493101418018341,0.4989999830722809,0.1024870052933693,0.5034986734390259,0.6818864941596985,-0.0333087183535099,0.498170793056488,0.6710114479064941,0.1741735488176345,0.5076930522918701,0.8546379208564758,0.0370354391634464,0.5061590075492859,0.8208795189857483,0.2755321860313415
U,True,0.4738941192626953,0.171671837568283,-0.0592892915010452,0.4971407949924469,0.2316579520702362,-0.2063310742378235,0.4930529594421386,0.2505927979946136,0.1209297031164169,0.5071454644203186,0.4998389184474945,-0.1016358733177185,0.4931004047393799,0.4987618029117584,0.1014640033245086,0.501750111579895,0.6857328414916992,-0.0408982820808887,0.4950363636016845,0.6711455583572388,0.1687184423208236,0.5045572519302368,0.861285924911499,0.0245474968105554,0.5038010478019714,0.8268144130706787,0.2671539485454559
U,True,0.4760682582855224,0.1726384311914444,-0.0646720603108406,0.5092063546180725,0.2291693389415741,-0.215705394744873,0.4967699646949768,0.2409746348857879,0.1237773895263671,0.5083693265914917,0.5027092695236206,-0.1038221642374992,0.4926490187644958,0.4983974993228912,0.103756383061409,0.4943083226680755,0.6864728927612305,-0.0556797236204147,0.4888382852077484,0.6726383566856384,0.2036630362272262,0.4908764064311981,0.8579170107841492,-0.0037805377505719,0.4897699058055877,0.8237607479095459,0.3240464925765991
U,True,0.4735745787620544,0.1696681976318359,-0.0765494480729103,0.5105031132698059,0.2323362976312637,-0.2154823839664459,0.4860543608665466,0.2456318736076355,0.1050190776586532,0.51070636510849,0.5000455379486084,-0.0982105582952499,0.4896982312202453,0.500868022441864,0.0980034098029136,0.5052747130393982,0.6839391589164734,-0.0431358329951763,0.4963507652282715,0.6732947826385498,0.1526518017053604,0.4956062734127044,0.8571276664733887,0.0313427671790123,0.4943916797637939,0.8327536582946777,0.2485810816287994
U,True,0.4830544590950012,0.1665176004171371,-0.2381593585014343,0.520816445350647,0.2616326808929443,-0.2376493513584137,0.4947765171527862,0.2583441138267517,0.0412648059427738,0.509992241859436,0.5014395117759705,-0.0862765833735466,0.4910028576850891,0.4979645013809204,0.0862711444497108,0.507081151008606,0.6822007298469543,-0.0519230999052524,0.495923787355423,0.6735802292823792,0.1532090157270431,0.5039190649986267,0.8543036580085754,0.0170165710151195,0.5018771886825562,0.8219252228736877,0.2688211500644684
U,True,0.455850213766098,0.1796081364154815,-0.0668010264635086,0.4902263879776001,0.2290627360343933,-0.2163122296333313,0.489510178565979,0.2385599613189697,0.1125070825219154,0.5073277354240417,0.5035074353218079,-0.1009162664413452,0.4932883977890014,0.4972139596939087,0.100879929959774,0.492041677236557,0.679081380367279,-0.0394926071166992,0.485855758190155,0.65842205286026,0.2173020988702774,0.4869043827056885,0.8534681797027588,0.0150050036609172,0.4880194962024688,0.8049704432487488,0.3452746868133545
U,True,0.475998193025589,0.1666876077651977,-0.0657960548996925,0.5095801949501038,0.230741336941719,-0.2149374634027481,0.4947141706943512,0.2402976155281067,0.1243194341659545,0.5108807682991028,0.5020554661750793,-0.1025485023856163,0.4901439547538757,0.4978861212730407,0.1025365591049194,0.502943754196167,0.6832541823387146,-0.0652674213051796,0.4912215769290924,0.6674180626869202,0.2151763439178466,0.4968869090080261,0.85178142786026,-0.0234691482037305,0.4939907789230346,0.8127588629722595,0.346094012260437
U,True,0.5201144814491272,0.1666135042905807,-0.0929870381951332,0.4956066310405731,0.2462739646434784,0.1187507212162017,0.4922111928462982,0.2369200885295868,-0.2361668199300766,0.5083020925521851,0.4991779923439026,0.1034972071647644,0.4927203953266144,0.5022069215774536,-0.1035992801189422,0.5098710656166077,0.663459837436676,0.2097381949424743,0.4963800013065338,0.6772885918617249,-0.0123863108456134,0.5012525916099548,0.8235958218574524,0.3472573161125183,0.49593386054039,0.8513627052307129,0.1052437573671341
U,True,0.5272322297096252,0.1683784872293472,-0.0495207421481609,0.4858171641826629,0.2466423362493515,0.1273602992296219,0.5067498087882996,0.2286657840013504,-0.2218225598335266,0.5081936120986938,0.4972585141658783,0.1013143584132194,0.4933810532093048,0.5022790431976318,-0.101444236934185,0.5094611048698425,0.6668897867202759,0.210571676492691,0.4987196028232574,0.678761899471283,-0.0157663766294717,0.5028085112571716,0.826671302318573,0.3404573798179626,0.5003424286842346,0.8534676432609558,0.0822261273860931
U,True,0.5443279147148132,0.1852350533008575,-0.0529567971825599,0.4999965131282806,0.2488272488117218,0.1285762041807174,0.5163671374320984,0.2383707463741302,-0.2240505665540695,0.5008594989776611,0.4955058991909027,0.1067989319562912,0.4993278682231903,0.5032872557640076,-0.1068839356303215,0.5272904634475708,0.6550211906433105,0.2270399779081344,0.5226528644561768,0.6754274964332581,-0.0122082820162177,0.5139657258987427,0.8093700408935547,0.371746301651001,0.5071841478347778,0.8481773138046265,0.0915008783340454
U,True,0.5675568580627441,0.18400639295578,-0.0712217390537262,0.5430724024772644,0.2533237636089325,0.1014232039451599,0.5284961462020874,0.2352822571992874,-0.2223083972930908,0.5097230076789856,0.4959785044193268,0.0998748317360878,0.4903473556041717,0.5027124881744385,-0.0998921915888786,0.5249271988868713,0.6523261666297913,0.1989086419343948,0.50948566198349,0.6709447503089905,0.0022866739891469,0.5206599831581116,0.8113905191421509,0.3373535275459289,0.5151897072792053,0.8451572060585022,0.1200728341937065
