label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z
D,-0.07749810814857483,-0.24599212408065796,-0.21393488347530365,0.05386531352996826,-0.1813890039920807,-0.4903589189052582,-0.05460277199745178,-0.17215755581855774,0.18458938598632812,-0.030492454767227173,-0.0860176682472229,-0.5230518579483032,-0.10513517260551453,-0.08321177959442139,0.304975688457489,-0.09390181303024292,0.001840829849243164,-0.4562986195087433,-0.16599178314208984,-0.004361659288406372,0.18181180953979492,0.038240790367126465,0.0027272701263427734,-0.19332221150398254,-0.038240790367126465,-0.0027272403240203857,0.19310776889324188
D,-0.05164968967437744,-0.24161657691001892,-0.15293751657009125,0.06764978170394897,-0.1794079840183258,-0.5011770725250244,-0.025206804275512695,-0.1732397973537445,0.2611258327960968,-0.01960933208465576,-0.08265236020088196,-0.5196698307991028,-0.08588767051696777,-0.0854034423828125,0.38654276728630066,-0.12673401832580566,-0.009479224681854248,-0.4027687907218933,-0.17955338954925537,-0.013444960117340088,0.2712816298007965,0.0337030291557312,0.001980304718017578,-0.22233399748802185,-0.0337030291557312,-0.0019802749156951904,0.22209589183330536
D,0.04988175630569458,-0.23177212476730347,-0.15096032619476318,0.14895027875900269,-0.16632935404777527,-0.43407851457595825,0.05005449056625366,-0.1663045585155487,0.2731907367706299,0.046886324882507324,-0.08623829483985901,-0.511134147644043,-0.0461885929107666,-0.09247133135795593,0.3763936758041382,-0.08408653736114502,-0.030920684337615967,-0.46981489658355713,-0.15295737981796265,-0.03336957097053528,0.22691021859645844,0.03327745199203491,0.0026217103004455566,-0.21642719209194183,-0.03327745199203491,-0.0026217103004455566,0.21607501804828644
D,-0.21497797966003418,-0.22315934300422668,-0.4016605615615845,-0.04770159721374512,-0.16119247674942017,-0.6494226455688477,-0.1409071683883667,-0.15942686796188354,0.02140270359814167,-0.040686070919036865,-0.04824686050415039,-0.6286293268203735,-0.11872503161430359,-0.05802643299102783,0.16573427617549896,-0.10332787036895752,0.03737449645996094,-0.5110526084899902,-0.16566801071166992,0.02752774953842163,0.047395009547472,0.03889751434326172,0.0005018115043640137,-0.18317008018493652,-0.03889751434326172,-0.0005018115043640137,0.18296237289905548
D,-0.06812974810600281,-0.26057396829128265,-0.22975900769233704,0.07101130485534668,-0.1957215666770935,-0.5853081345558167,-0.01502305269241333,-0.18989509344100952,0.19907595217227936,-0.02164667844772339,-0.08805191516876221,-0.6174246072769165,-0.08449146151542664,-0.09038567543029785,0.33058351278305054,-0.11266180872917175,-0.0022063851356506348,-0.5421170592308044,-0.15952324867248535,-0.007344961166381836,0.2113925665616989,0.02980673313140869,0.0015458464622497559,-0.23310407996177673,-0.02980673313140869,-0.0015458464622497559,0.23256680369377136
D,-0.06534850597381592,-0.2661053538322449,-0.25453081727027893,0.06687778234481812,-0.19555604457855225,-0.5850204229354858,-0.018976330757141113,-0.1930626928806305,0.16870394349098206,-0.03584480285644531,-0.08528017997741699,-0.5900058746337891,-0.07544928789138794,-0.08917322754859924,0.30513036251068115,-0.13983184099197388,0.0022575855255126953,-0.4729732275009155,-0.15610700845718384,-0.00822111964225769,0.20429597795009613,0.033877432346343994,0.004780590534210205,-0.21795128285884857,-0.033877432346343994,-0.004780590534210205,0.21738110482692719
D,-0.054501622915267944,-0.24118593335151672,-0.2150735706090927,0.07249927520751953,-0.1823093295097351,-0.4970378875732422,-0.03235933184623718,-0.17541545629501343,0.20023347437381744,-0.02093803882598877,-0.08849504590034485,-0.5514765381813049,-0.10071536898612976,-0.08900049328804016,0.3176485300064087,-0.09700742363929749,-0.0010013580322265625,-0.5136709809303284,-0.16895917057991028,-0.01003652811050415,0.19817957282066345,0.037613511085510254,0.0019658803939819336,-0.20916105806827545,-0.03761354088783264,-0.0019658803939819336,0.2088731974363327
D,-0.057265907526016235,-0.2779633104801178,-0.1593662053346634,0.0690528154373169,-0.20897966623306274,-0.5253680944442749,0.023455500602722168,-0.20589375495910645,0.2304251343011856,-0.07456392049789429,-0.10851430892944336,-0.525976300239563,-0.0670715868473053,-0.10549581050872803,0.3116093873977661,-0.17400655150413513,-0.015573710203170776,-0.41932183504104614,-0.1415550708770752,-0.019652903079986572,0.2051885426044464,0.017782926559448242,0.003924250602722168,-0.2213398665189743,-0.017782896757125854,-0.003924280405044556,0.22080327570438385
D,-0.06707784533500671,-0.27117882668972015,-0.06914298981428146,0.05718362331390381,-0.21264055371284485,-0.466565877199173,0.0340193510055542,-0.20535647869110107,0.2923714220523834,-0.09324395656585693,-0.12045145034790039,-0.4738970696926117,-0.06072482466697693,-0.10423994064331055,0.359225332736969,-0.19837334752082825,-0.026136040687561035,-0.3567814826965332,-0.1651168167591095,-0.023517608642578125,0.24816009402275085,0.019158124923706055,0.0019556283950805664,-0.22348053753376007,-0.019158154726028442,-0.0019556283950805664,0.22306634485721588
D,0.08646070957183838,-0.27827300131320953,-0.16492339968681335,0.15937590599060059,-0.2003953456878662,-0.5460287928581238,0.1563500165939331,-0.20028549432754517,0.23995548486709595,0.0008103847503662109,-0.10512563586235046,-0.5906857848167419,0.03384208679199219,-0.10048159956932068,0.3278648257255554,-0.09986674785614014,-0.011471658945083618,-0.49687546491622925,-0.062447935342788696,-0.03044143319129944,0.23186199367046356,0.0019207000732421875,0.0016519427299499512,-0.24975405633449554,-0.0019206702709197998,-0.0016519427299499512,0.24916990101337433
D,-0.39012467861175537,-0.2221386432647705,-0.34580445289611816,-0.22111853957176208,-0.17136406898498535,-0.7460468411445618,-0.2378324568271637,-0.16003718972206116,0.211492657661438,-0.17464271187782288,-0.04290270805358887,-0.7750042080879211,-0.1602201759815216,-0.05066812038421631,0.31225672364234924,-0.1606520116329193,0.07214605808258057,-0.6199500560760498,-0.14838901162147522,0.055612802505493164,0.11926668137311935,0.01698625087738037,-0.0005514025688171387,-0.26056578755378723,-0.016986221075057983,0.0005514025688171387,0.2606141269207001
D,-0.273448646068573,-0.25861233472824097,-0.29541176557540894,-0.12098658084869385,-0.2040950059890747,-0.6452022194862366,-0.13567718863487244,-0.1996479332447052,0.15126030147075653,-0.10348623991012573,-0.07001504302024841,-0.642553448677063,-0.10603302717208862,-0.08323386311531067,0.2718706727027893,-0.08850312232971191,0.04332435131072998,-0.4960455000400543,-0.09518015384674072,0.009666085243225098,0.20148256421089172,0.014488697052001953,0.0025104284286499023,-0.22318461537361145,-0.014488697052001953,-0.0025104284286499023,0.22289396822452545
D,-0.2900782376527786,-0.22520971298217773,-0.4165727198123932,-0.09213003516197205,-0.1688435673713684,-0.670114278793335,-0.19090160727500916,-0.1650363802909851,0.0012403137516230345,-0.06601354479789734,-0.049663811922073364,-0.6363614201545715,-0.14669764041900635,-0.06112131476402283,0.15708135068416595,-0.05296620726585388,0.05340784788131714,-0.5103190541267395,-0.13738363981246948,0.030206382274627686,0.08576644957065582,0.03856503963470459,0.0002906322479248047,-0.1817476600408554,-0.03856506943702698,-0.0002906620502471924,0.1817217916250229
D,-0.1590377390384674,-0.22991245985031128,-0.8629703521728516,-0.010738641023635864,-0.16561052203178406,-0.8043007850646973,-0.1515272557735443,-0.1679525375366211,-0.20820942521095276,-0.00270804762840271,-0.04287177324295044,-0.7623132467269897,-0.13008174300193787,-0.060328781604766846,0.0024398525711148977,-0.0673430860042572,0.051020920276641846,-0.7257855534553528,-0.18860945105552673,0.020911693572998047,-0.12152422964572906,0.04260540008544922,0.0005177855491638184,-0.18432268500328064,-0.04260537028312683,-0.0005177855491638184,0.18430671095848083
D,0.07664120197296143,-0.24475324153900146,-0.2928973138332367,0.05270826816558838,-0.1757734715938568,0.1183130070567131,-0.04355815052986145,-0.1812843382358551,-0.5544270873069763,0.09592533111572266,-0.0872599184513092,0.24939334392547607,0.033174991607666016,-0.08334216475486755,-0.598953366279602,0.17185866832733154,-0.005322486162185669,0.12729224562644958,0.09489178657531738,0.010001182556152344,-0.5837728381156921,0.03617978096008301,-0.002682715654373169,0.19128818809986115,-0.036179810762405396,0.0026826858520507812,-0.19156968593597412
D,0.05301773548126221,-0.25123080611228943,-0.2900374233722687,0.03283649682998657,-0.1795850694179535,0.12762220203876495,-0.06462627649307251,-0.1821841299533844,-0.5432402491569519,0.08803927898406982,-0.0915612280368805,0.2671002149581909,0.020132720470428467,-0.08384379744529724,-0.582767903804779,0.18214136362075806,-0.021704286336898804,0.13488498330116272,0.14053869247436523,-0.012841075658798218,-0.5663601756095886,0.03837472200393677,-0.0010388195514678955,0.19094546139240265,-0.03837472200393677,0.0010387897491455078,-0.19131165742874146
