label,horizontal,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
C,1,0.267845869064331,0.5056847333908081,0.0391663685441017,0.3172114193439483,0.4669162034988403,-0.1490446925163269,0.3329628109931946,0.3403915762901306,0.2042897641658783,0.34455007314682,0.6382427215576172,-0.1080527454614639,0.3640856146812439,0.5065412521362305,0.3200540244579315,0.2476811408996582,0.597719669342041,0.0973128080368042,0.2773904800415039,0.5413037538528442,0.3970092833042145,0.5448113083839417,0.3955500423908233,-0.1120837554335594,0.5436429381370544,0.3363471031188965,0.1119777634739875,0.7007893919944763,0.4492185711860657,-0.0705814138054847,0.6952261924743652,0.4274877309799194,0.1190905943512916,0.863861083984375,0.4699971675872803,-0.0616235397756099,0.8501851558685303,0.4480988383293152,0.1508158296346664,0.901190996170044,0.4600290954113006,-0.0643008425831794,0.8845152854919434,0.4385400414466858,0.1506110727787017,0.8502870798110962,0.57861328125,-0.1141204312443733,0.8373419642448425,0.5506250262260437,0.1159919127821922
C,1,0.1552398800849914,0.3859942555427551,0.2376829236745834,0.1886254251003265,0.416043072938919,-0.0081479921936988,0.2496632784605026,0.2661833763122558,0.2651199996471405,0.2229882925748825,0.5975881814956665,0.0968024432659149,0.2759611904621124,0.383560299873352,0.4070541262626648,0.1833560019731521,0.5213735699653625,0.2912213802337646,0.2081183791160583,0.4241948425769806,0.5252816677093506,0.4308253526687622,0.421370267868042,-0.1028617098927497,0.4460118114948272,0.3230190873146057,0.1025031432509422,0.6188883781433105,0.5324782729148865,-0.128855362534523,0.6134041547775269,0.4892491102218628,0.0785291194915771,0.8248317241668701,0.6080657839775085,-0.2389657199382782,0.7985172271728516,0.5714956521987915,0.0183350592851638,0.8596203923225403,0.6055654883384705,-0.2507833242416382,0.8450257778167725,0.5735601186752319,0.0092860022559762,0.7948057651519775,0.7290536761283875,-0.2996909022331238,0.7775218486785889,0.6669760942459106,-0.0199047047644853
C,1,0.1827596127986908,0.3777926564216614,0.2387227267026901,0.1946658790111541,0.3639039397239685,0.012003188021481,0.2575370073318481,0.2438559532165527,0.2811489999294281,0.2293971329927444,0.546769380569458,0.1375318020582199,0.2635613083839416,0.3609347641468048,0.4317617416381836,0.1965336501598358,0.4781103134155273,0.3937965035438537,0.2154327630996704,0.3997178673744201,0.5756432414054871,0.4237419962882995,0.3853749632835388,-0.1041534543037414,0.4407261312007904,0.2994700968265533,0.1036988049745559,0.6014280915260315,0.5110278129577637,-0.1308959424495697,0.5968632698059082,0.4712563157081604,0.071804754436016,0.7999352812767029,0.602052628993988,-0.2463108152151107,0.7780551910400391,0.5619340538978577,0.0044434582814574,0.8394611477851868,0.6047942638397217,-0.2572248578071594,0.8242113590240479,0.5672776699066162,-0.0050348076038062,0.7731194496154785,0.7211265563964844,-0.2860265076160431,0.7608194947242737,0.6662615537643433,-0.0230866428464651
C,1,0.15529166162014,0.3748454451560974,0.2647387385368347,0.1631070673465728,0.3563432991504669,0.0141835175454616,0.2218717336654663,0.2332679182291031,0.282075971364975,0.2036071121692657,0.5378086566925049,0.1552812904119491,0.2358737736940384,0.3184621036052704,0.4602015912532806,0.1780306845903396,0.4662947952747345,0.4256898462772369,0.1906715631484985,0.3707461059093475,0.6499959230422974,0.383344441652298,0.3737847208976745,-0.1052148565649986,0.4018542170524597,0.2798725068569183,0.1047979071736335,0.5638109445571899,0.5102065205574036,-0.1545821130275726,0.5616528987884521,0.4616095125675201,0.090653583407402,0.7696506977081299,0.6062917113304138,-0.2986182570457458,0.7542355060577393,0.5599529147148132,0.0385625772178173,0.8057676553726196,0.6066676378250122,-0.3116641044616699,0.7940112948417664,0.5634695291519165,0.0303529873490333,0.7411113977432251,0.7299680709838867,-0.344154953956604,0.7339239120483398,0.6978363990783691,0.0104429060593247
C,1,0.1137697175145149,0.398180603981018,0.2839367985725403,0.1080623567104339,0.3796501159667969,0.0191820301115512,0.1767365932464599,0.2456816732883453,0.2692221403121948,0.1562247723340988,0.5676709413528442,0.1649692058563232,0.2083520293235778,0.3069309592247009,0.4335288405418396,0.1451328992843628,0.5308535695075989,0.4440070688724518,0.1779655367136001,0.3732914924621582,0.6307518482208252,0.3344693481922149,0.3967183530330658,-0.0947963073849678,0.3568779826164245,0.3004235029220581,0.0942647010087966,0.524724006652832,0.5374978184700012,-0.1362765729427337,0.52644944190979,0.4838297367095947,0.0955621227622032,0.7309767007827759,0.6453353762626648,-0.2822855412960052,0.7147669196128845,0.597786009311676,0.0475308522582054,0.7688649892807007,0.6491354703903198,-0.2949399352073669,0.7606368064880371,0.6041469573974609,0.0402571186423301,0.6988271474838257,0.7724286317825317,-0.3203907907009125,0.6860799193382263,0.719996452331543,0.0203651878982782
C,1,0.1197788566350936,0.3887903988361358,0.3711015582084656,0.1153686419129371,0.384926438331604,0.0725174844264984,0.1909720301628112,0.2472242414951324,0.2917994260787964,0.16825732588768,0.5572012662887573,0.2181817591190338,0.2537240386009216,0.283372014760971,0.4374291002750397,0.151604413986206,0.5308947563171387,0.4713450968265533,0.2592616677284241,0.3422199189662933,0.6106063723564148,0.327974259853363,0.4109029769897461,-0.0888650044798851,0.3533065617084503,0.3064100742340088,0.088427186012268,0.5235024094581604,0.5580021739006042,-0.1392339318990707,0.5240905284881592,0.50050288438797,0.0941776260733604,0.726459264755249,0.6724107265472412,-0.2735208868980407,0.7137008905410767,0.6238512396812439,0.0668656677007675,0.7660620808601379,0.6736271381378174,-0.2843413650989532,0.7540771961212158,0.6339348554611206,0.0630188658833503,0.6974829435348511,0.7985076904296875,-0.318455696105957,0.6833797693252563,0.7278953790664673,0.038262091577053
C,1,0.1814654618501663,0.3163497149944305,0.4382077753543854,0.1697058379650116,0.3227764964103699,0.1306122839450836,0.2273288518190384,0.2006829530000686,0.3630302250385284,0.208506554365158,0.4789379239082336,0.2688207626342773,0.241783931851387,0.2487881928682327,0.539645791053772,0.1998727917671203,0.4679140746593475,0.5451943278312683,0.2016621083021164,0.3427993655204773,0.7574595808982849,0.3674947023391723,0.3641988933086395,-0.0862534567713737,0.3944617807865143,0.262624055147171,0.0856299623847007,0.5301997065544128,0.5227545499801636,-0.1619709432125091,0.5364039540290833,0.4697409868240356,0.0245989840477705,0.7365838289260864,0.6814590692520142,-0.2811898291110992,0.7251029014587402,0.6359080076217651,-0.0333377197384834,0.7645145654678345,0.6878311634063721,-0.2903732061386108,0.7637550830841064,0.6515130996704102,-0.0425952821969985,0.713326096534729,0.8062646389007568,-0.3341556489467621,0.7151386737823486,0.7566834092140198,-0.089664414525032
C,1,0.2140644490718841,0.2361744940280914,0.5057653188705444,0.1990528255701065,0.2398228645324707,0.2005414813756942,0.2721433639526367,0.133375659584999,0.3550482094287872,0.2391425520181656,0.3994726836681366,0.3007244169712066,0.3366725444793701,0.1604111939668655,0.3546889126300812,0.2431850135326385,0.4013146758079529,0.4835124611854553,0.3626742660999298,0.2317951619625091,0.3672088384628296,0.3699490427970886,0.303678810596466,-0.0728553161025047,0.4120352566242218,0.2134491950273513,0.0723185390233993,0.539550244808197,0.5030978322029114,-0.1487665772438049,0.5515748262405396,0.4428761303424835,0.007952619343996,0.735654890537262,0.6599512100219727,-0.2658977508544922,0.7311062812805176,0.6141964197158813,-0.0898350924253463,0.7691892385482788,0.6696978807449341,-0.2761269807815552,0.7752501368522644,0.630321741104126,-0.1023950949311256,0.70850670337677,0.7736832499504089,-0.3300550878047943,0.7145260572433472,0.7146917581558228,-0.1623937338590622
C,1,0.2339007258415222,0.4929821789264679,0.0670472159981727,0.2830624580383301,0.4692787826061249,-0.1387814581394195,0.301883727312088,0.3281458914279938,0.2039166539907455,0.3111278712749481,0.6278351545333862,-0.0962297990918159,0.3227002322673797,0.4652324616909027,0.329042911529541,0.2179814875125885,0.5901297330856323,0.0918190777301788,0.2452999949455261,0.5100506544113159,0.4134010970592499,0.5174217820167542,0.4103498160839081,-0.1089722290635109,0.5165418386459351,0.3404985070228576,0.1088057234883308,0.6787140369415283,0.4611490368843078,-0.064300000667572,0.6720583438873291,0.4308905303478241,0.1295293271541595,0.8394148349761963,0.482377827167511,-0.0565397664904594,0.8239670991897583,0.4590294361114502,0.1682305783033371,0.8760819435119629,0.4729953706264496,-0.0588964149355888,0.8597638607025146,0.4512765109539032,0.1691285818815231,0.8269870281219482,0.5944349765777588,-0.1054256930947303,0.8124055862426758,0.5592947602272034,0.1373535990715026
C,1,0.2236699759960174,0.4952861666679382,0.0394530408084392,0.272301435470581,0.4508833587169647,-0.1384233087301254,0.2937698662281036,0.3307521045207977,0.1930655688047409,0.3043391108512878,0.6256851553916931,-0.0983651205897331,0.3240381181240082,0.4929115772247314,0.2958293557167053,0.2023806571960449,0.5705750584602356,0.097002200782299,0.2328331172466278,0.5113605856895447,0.3564704358577728,0.5133169889450073,0.3970246016979217,-0.1088790223002433,0.5124732255935669,0.3400636911392212,0.1087761148810386,0.6770492792129517,0.4542847275733948,-0.0854746550321579,0.670202910900116,0.4254961311817169,0.1354905217885971,0.8397231101989746,0.4818927645683288,-0.1063659116625785,0.8237677216529846,0.4543293118476867,0.1765560954809188,0.87739098072052,0.4749191105365753,-0.1125818789005279,0.8607620000839233,0.4481649398803711,0.1769382506608963,0.8301663398742676,0.5964763164520264,-0.1663327366113662,0.8159756660461426,0.5594208240509033,0.1472977399826049
