label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
U,-0.0504886507987976,-0.1986194849014282,-0.0458912998437881,0.0358715653419494,-0.1578040122985839,-0.2875741422176361,-0.0378708839416503,-0.1517773866653442,0.2323004901409149,0.0273898243904113,-5.745887756347656e-05,-0.1424004733562469,-0.0273898243904113,5.745887756347656e-05,0.1419062465429306,0.0292879343032836,0.114151120185852,-0.1355591863393783,-0.0293800234794616,0.1005033254623413,0.2760454416275024,0.0363706946372985,0.2168126106262207,-0.1081051230430603,-0.0291645526885986,0.1819811463356018,0.4360959529876709
U,-0.0823857486248016,-0.1932130455970764,-0.0899101793766021,0.004506230354309,-0.1537211537361145,-0.327983021736145,-0.0502572655677795,-0.1467198729515075,0.1951112151145935,0.0228205323219299,0.0004669427871704,-0.1482004970312118,-0.0228205323219299,-0.0004669427871704,0.1476944237947464,0.0129667520523071,0.1129806041717529,-0.1041363403201103,-0.0252867937088012,0.1040934324264526,0.2926618456840515,0.0052944421768188,0.2143555283546447,-0.0479246489703655,-0.0534350872039794,0.1857777833938598,0.485087126493454
U,-0.0799452364444732,-0.195756584405899,-0.0558223873376846,0.0124669075012207,-0.1559996008872985,-0.3046559393405914,-0.0453931987285614,-0.1466723382472992,0.2197854965925216,0.0218828916549682,0.0007362365722656,-0.1522198617458343,-0.0218829214572906,-0.000736266374588,0.1517276316881179,0.0109388828277587,0.1142641901969909,-0.1178156435489654,-0.0210257470607757,0.1048579812049865,0.2740837335586548,0.0107852220535278,0.2160168290138244,-0.0796820074319839,-0.038411408662796,0.1856463551521301,0.4324830174446106
U,-0.0773735642433166,-0.195525974035263,-0.0363913998007774,0.0096829533576965,-0.156026691198349,-0.2767581641674042,-0.0476897954940795,-0.1404037177562713,0.2195114195346832,0.0249399542808532,-0.0001071095466613,-0.1400378346443176,-0.0249399542808532,0.0001071095466613,0.1395689994096756,0.006494402885437,0.1125098466873169,-0.1394423395395279,-0.0290607213973999,0.1019225120544433,0.2650140821933746,0.0005716681480407,0.2157498598098755,-0.115886278450489,-0.0512341260910034,0.1817749738693237,0.4172079861164093
U,-0.0707239210605621,-0.1963741183280944,-0.0596589818596839,0.019764244556427,-0.1545262336730957,-0.2974646985530853,-0.0412781834602355,-0.1429568529129028,0.2130374163389206,0.0247372984886169,0.0008212327957153,-0.1458539962768554,-0.0247372984886169,-0.0008212327957153,0.1453742086887359,0.0105265974998474,0.1095811128616333,-0.1094011887907981,-0.0256409049034118,0.1000058650970459,0.2534026205539703,0.0093721151351928,0.2087177634239196,-0.0500060580670833,-0.0348554551601409,0.1825031638145446,0.4102578461170196
U,-0.0724811851978302,-0.1933454871177673,-0.0775505676865577,0.0151481628417968,-0.1565911769866943,-0.3250980675220489,-0.0406620204448699,-0.1433249711990356,0.2171488404273986,0.0223921537399292,0.0009713172912597,-0.1580783277750015,-0.0223921835422515,-0.0009713172912597,0.1575889438390731,0.0028383731842041,0.1108922958374023,-0.1030818074941635,-0.0292830467224121,0.0997946858406066,0.2995720207691192,0.00984787940979,0.211948812007904,-0.0277350395917892,-0.0369826853275299,0.1824905276298523,0.4808661639690399
U,-0.1050820648670196,-0.2005618810653686,-0.0561105869710445,-0.0140828192234039,-0.1604797542095184,-0.3085817396640777,-0.0633763372898101,-0.1470026075839996,0.2251089066267013,0.0249488353729248,-0.0007365942001342,-0.1489101201295852,-0.0249488651752471,0.0007365942001342,0.1485530734062194,0.0134345293045043,0.1094574928283691,-0.0938466563820838,-0.022272914648056,0.103075623512268,0.268232524394989,0.0033072233200073,0.2123750448226928,-0.0156919173896312,-0.0426938831806182,0.1842844486236572,0.4285593926906585
U,-0.1009780466556549,-0.192568689584732,-0.0503168925642967,-0.0179500877857208,-0.1587651968002319,-0.3161274790763855,-0.0610361397266387,-0.1432607769966125,0.259960800409317,0.0205904245376586,-0.0011531114578247,-0.1702664047479629,-0.0205903947353363,0.0011531114578247,0.1697618067264557,0.0170081853866577,0.1111692190170288,-0.1217678785324096,-0.0185790956020355,0.102874219417572,0.3318510353565216,0.0165460109710693,0.2205328941345214,-0.0617324821650981,-0.0335759222507476,0.1890971660614013,0.5236963033676147
U,-0.0952703952789306,-0.1950636506080627,-0.0812086760997772,-0.0072061419486999,-0.1580932140350341,-0.3359972536563873,-0.0595659017562866,-0.1438057422637939,0.2236353605985641,0.0222635865211486,-0.0001581311225891,-0.1661649048328399,-0.0222635865211486,0.0001581311225891,0.1657040864229202,0.0079700350761413,0.1144777536392211,-0.1529863625764846,-0.0363849997520446,0.1001248359680175,0.3424823880195617,0.0103237032890319,0.2237963080406189,-0.1335391253232956,-0.0477238297462463,0.1845861673355102,0.5483442544937134
U,-0.0838925242424011,-0.1991466283798217,-0.0679801031947135,0.0025878548622131,-0.1623976230621338,-0.3308630287647247,-0.048984408378601,-0.1472992599010467,0.2486779987812042,0.0215094089508056,-0.001099407672882,-0.1697582155466079,-0.0215094089508056,0.001099407672882,0.1692880392074585,0.0096036195755004,0.1109166145324707,-0.1041345745325088,-0.0232800245285034,0.1023098230361938,0.3171902000904083,0.0054723620414733,0.2165171504020691,-0.0173218697309494,-0.0463820695877075,0.1853346228599548,0.5024715065956116
