label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
C,0.2136423587799072,0.0071558952331542,-0.055130835622549,0.15182626247406,-0.0357991158962249,0.1258029341697693,0.1543664336204528,-0.0079859197139739,-0.1876249313354492,0.1424002051353454,0.0822595357894897,0.2324439436197281,0.1422441601753235,0.1281548738479614,-0.2044761776924133,0.2039650082588195,0.0930484533309936,0.2727552056312561,0.2098594307899475,0.1251305341720581,-0.1428883224725723,0.0006971359252929,-0.0057088136672973,0.0915873497724533,-0.0006971359252929,0.0057088136672973,-0.0915853530168533,-0.1024621725082397,0.0403527021408081,0.1488838195800781,-0.1065598130226135,0.0445140600204467,-0.0208560060709714,-0.2077667713165283,0.0589238405227661,0.2381686717271804,-0.2148166894912719,0.0596150159835815,0.0602062903344631,-0.2228826880455017,0.0397485494613647,0.2457115799188614,-0.2350223362445831,0.0395675897598266,0.0653750970959663,-0.229869395494461,0.1219236850738525,0.2064467519521713,-0.2387217879295349,0.1233619451522827,0.0037639602087438
C,0.222367525100708,-0.0713539123535156,-0.070117063820362,0.1511029005050659,-0.0793626904487609,0.1006964668631553,0.1494258642196655,-0.0401779413223266,-0.1706622689962387,0.1391371488571167,0.0414129495620727,0.1629323065280914,0.1407499313354492,0.096714973449707,-0.164712518453598,0.197081446647644,0.0623635053634643,0.1671677678823471,0.206983208656311,0.0954594612121582,-0.0883016213774681,0.0017029047012329,-0.0066414773464202,0.079684741795063,-0.0017029047012329,0.0066415071487426,-0.0796640068292617,-0.1021890342235565,0.0290659666061401,0.1591997295618057,-0.1082399189472198,0.0269030332565307,0.0028407906647771,-0.2019132375717163,0.0355440378189086,0.2569474577903747,-0.2112308740615844,0.0269608497619628,0.0932637527585029,-0.2157778143882751,0.019898772239685,0.2660253345966339,-0.2322819232940673,0.0075613260269165,0.100571259856224,-0.2244830727577209,0.0932577848434448,0.2330962717533111,-0.2375249862670898,0.0937528610229492,0.0487102791666984
C,0.2161695957183838,-0.0674718022346496,-0.0638318210840225,0.1443958282470703,-0.0594433546066284,0.1090283393859863,0.1444334983825683,-0.0366445779800415,-0.1634266227483749,0.130698025226593,0.0695244073867797,0.1338657885789871,0.132442831993103,0.1021358370780944,-0.153502881526947,0.1906953454017639,0.0838335752487182,0.0960708707571029,0.200290560722351,0.1005150079727172,-0.0760405212640762,0.0010017752647399,-0.005646526813507,0.0828255861997604,-0.0010017752647399,0.005646526813507,-0.0827473625540733,-0.1038600802421569,0.0267437100410461,0.1324375569820404,-0.1068441867828369,0.0288055539131164,-0.0319515764713287,-0.2068166434764862,0.0372925996780395,0.2087809890508651,-0.2158319950103759,0.0302310585975646,0.0360429435968399,-0.2216228246688842,0.0179879665374755,0.2149132341146469,-0.2338705360889434,0.0112212300300598,0.0404850728809833,-0.2373654246330261,0.087916612625122,0.1767527610063552,-0.2488337755203247,0.0882898569107055,-0.0183769930154085
C,0.2182572484016418,-0.0716927647590637,-0.0797605440020561,0.1453900337219238,-0.0589493513107299,0.0997555404901504,0.1448292732238769,-0.0398148298263549,-0.1795053482055664,0.1312965750694275,0.0674711465835571,0.113204039633274,0.1332585215568542,0.0973512530326843,-0.1677552014589309,0.1926621198654174,0.0827859044075012,0.0457031577825546,0.2005273699760437,0.0947940945625305,-0.0847188457846641,0.0014665722846984,-0.0039670467376708,0.0858228653669357,-0.0014665722846984,0.0039670467376708,-0.0857877284288406,-0.1036157608032226,0.0287972688674926,0.1501206755638122,-0.108826458454132,0.0302523374557495,-0.0185203235596418,-0.2035443186759948,0.036897599697113,0.2383609563112259,-0.2152623534202575,0.0317227840423584,0.0653393864631652,-0.2185145616531372,0.0197843313217163,0.245902881026268,-0.2333826124668121,0.013892650604248,0.0715515539050102,-0.2322418689727783,0.0878755450248718,0.2072293162345886,-0.2454392611980438,0.0884204506874084,0.011916228570044
C,0.2193476557731628,-0.0677288174629211,-0.0815746486186981,0.1466371417045593,-0.0567488074302673,0.0976734608411789,0.1463607549667358,-0.0372160673141479,-0.1789296716451645,0.1352145075798034,0.0756717324256897,0.1126237213611602,0.1345891952514648,0.0987488627433776,-0.1644557565450668,0.1945508122444152,0.0829569101333618,0.0478531569242477,0.2018690109252929,0.0939496159553527,-0.0773727521300315,0.0015234947204589,-0.0030105710029602,0.0836157128214836,-0.0015234947204589,0.0030105710029602,-0.0836104527115821,-0.1025512218475341,0.0302001237869262,0.147975742816925,-0.1075413227081298,0.0294073224067688,-0.0136665506288409,-0.2024611830711364,0.0388113260269165,0.2335779964923858,-0.2111484706401825,0.0325680971145629,0.0718707665801048,-0.2156988382339477,0.019161581993103,0.2409676611423492,-0.2295453250408172,0.0143938064575195,0.0785007402300834,-0.2332378029823303,0.0882822275161743,0.2032261490821838,-0.2444044947624206,0.0872592329978942,0.0218402333557605
C,0.2138819098472595,-0.0742582082748413,-0.0708827078342437,0.1437656283378601,-0.0636084675788879,0.1143854036927223,0.1438180208206176,-0.0440691113471984,-0.1779316365718841,0.1304485201835632,0.066653311252594,0.1250092983245849,0.1328188776969909,0.0926598906517028,-0.1665406078100204,0.191529095172882,0.0776218771934509,0.0514620281755924,0.2008463144302368,0.0878523588180542,-0.0818365067243576,0.0008882284164428,-0.0019987821578979,0.0890250727534294,-0.0008882284164428,0.0019987821578979,-0.0890031531453132,-0.1050295829772949,0.0308237075805664,0.1470992714166641,-0.107994794845581,0.0281053781509399,-0.0227138716727495,-0.2073604464530944,0.0370973348617553,0.2350562512874603,-0.2159822285175323,0.0268476009368896,0.0631811916828155,-0.2213778495788574,0.0198879241943359,0.2424113601446151,-0.234359323978424,0.0086560249328613,0.0695846229791641,-0.2346762418746948,0.0902780890464782,0.1997564285993576,-0.2458292245864868,0.0870354175567627,0.0071326452307403
C,0.2147355079650879,-0.0651009380817413,-0.0578220225870609,0.1454177498817443,-0.0655472576618194,0.1226487681269645,0.1458216309547424,-0.0378550887107849,-0.1719199866056442,0.1323310136795044,0.0628225803375244,0.1441393047571182,0.1327147483825683,0.0955462455749511,-0.1540475636720657,0.1925344467163086,0.0728622674942016,0.0880175679922103,0.2002060413360595,0.0895209312438964,-0.046885147690773,0.0015091300010681,-0.0072082579135894,0.0909464135766029,-0.0015091300010681,0.007208228111267,-0.0909624397754669,-0.1034289598464965,0.0318660736083984,0.1343338936567306,-0.1079186797142028,0.0373084545135498,-0.0392118282616138,-0.2054607272148132,0.0371338129043579,0.2065573334693908,-0.2169229984283447,0.0364834070205688,0.0272175725549459,-0.2200179994106292,0.0208902359008789,0.2123590856790542,-0.2359378337860107,0.0167547464370727,0.0317096896469593,-0.2290151715278625,0.0953525304794311,0.1771833747625351,-0.2456162571907043,0.1001917123794555,-0.0258500315248966
C,0.2179920673370361,-0.0608210563659668,-0.069319948554039,0.1457357406616211,-0.0660807788372039,0.1294771432876587,0.1469541192054748,-0.0317105054855346,-0.1977859437465667,0.1312315464019775,0.0582890510559082,0.1800355315208435,0.1358566880226135,0.1002949476242065,-0.1833375394344329,0.1945575475692749,0.0778108239173889,0.157551571726799,0.2037659287452697,0.1016933917999267,-0.07609174400568,0.001376450061798,-0.0090552568435668,0.0987939685583114,-0.001376450061798,0.0090552568435668,-0.0988016054034233,-0.1048246026039123,0.0296505093574523,0.1784325391054153,-0.1096709966659545,0.0294086933135986,-0.013919536024332,-0.2048013806343078,0.0349591374397277,0.2908580899238586,-0.2147331535816192,0.0262151956558227,0.0931572765111923,-0.2191834449768066,0.0156329870223999,0.3007184267044067,-0.233237087726593,0.0061995983123779,0.1016878336668014,-0.2330246865749359,0.0845462083816528,0.2603272199630737,-0.2450225353240966,0.0830304622650146,0.0394184179604053
C,0.2225832939147949,-0.0331789851188659,-0.0808594077825546,0.1487656831741333,-0.0346291065216064,0.1152585446834564,0.1497546434402465,-0.0050438642501831,-0.2033350765705108,0.1352714300155639,0.0932663679122924,0.1789304912090301,0.1381986141204834,0.1273763179779052,-0.179522693157196,0.1977319717407226,0.1071555018424987,0.1721019148826599,0.2064950466156005,0.1252825260162353,-0.0716833025217056,0.0014326572418212,-0.0053955316543579,0.0989240705966949,-0.0014326274394989,0.0053955316543579,-0.0989052578806877,-0.1009794771671295,0.031739056110382,0.1866875141859054,-0.1064107716083526,0.0365207195281982,-0.0033653078135102,-0.2008972764015197,0.0478076338768005,0.2976612448692322,-0.2114912271499633,0.0459986925125122,0.0998901352286338,-0.2162897586822509,0.0275498032569885,0.3084335029125213,-0.2332368791103363,0.0212684869766235,0.1078622192144393,-0.2233316898345947,0.1072769165039062,0.2714720070362091,-0.2389690577983856,0.1087391376495361,0.0454705990850925
C,0.2018918991088867,-0.0062739551067352,-0.0963758081197738,0.1492565870285034,-0.033908724784851,0.1305301189422607,0.1468254327774047,-0.0091291964054107,-0.200323075056076,0.1331334114074707,0.0892635583877563,0.1988933235406875,0.1342390775680542,0.1301832199096679,-0.2023580521345138,0.1960784196853637,0.1051832437515258,0.1805920004844665,0.2040892839431762,0.1253719329833984,-0.1102368310093879,0.0010918378829956,-0.0026833117008209,0.1013065949082374,-0.0010918378829956,0.0026832818984985,-0.1013950258493423,-0.1003228425979614,0.03936767578125,0.163021519780159,-0.1042782962322235,0.0388543605804443,-0.0341137610375881,-0.2012369334697723,0.051257848739624,0.2642104029655456,-0.209031343460083,0.04563570022583,0.0613857172429561,-0.2132502794265747,0.0342390537261962,0.2723512947559356,-0.2275992631912231,0.0238870382308959,0.0675882548093795,-0.2275707721710205,0.1107895374298095,0.2284558862447738,-0.2418085932731628,0.1090083122253418,-0.0025233752094209
