label,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
C,-0.2168257236480713,-0.085513174533844,-0.04235037788748741,-0.16031420230865479,-0.08731245994567871,-0.19234435260295868,-0.14049094915390015,-0.12115800380706787,0.13360466063022614,-0.1657065749168396,0.07520115375518799,-0.2358202040195465,-0.14794445037841797,0.02874690294265747,0.14994226396083832,-0.16998541355133057,0.20823299884796143,-0.2142931967973709,-0.15551495552062988,0.14561456441879272,0.07961731404066086,-0.0016387701034545898,0.022167861461639404,-0.10086284577846527,0.0016387701034545898,-0.022167861461639404,0.10068140178918839,0.09699130058288574,0.08806043863296509,-0.05611199140548706,0.09111607074737549,0.06940096616744995,0.15576787292957306,0.21070730686187744,0.1298730969429016,0.01372992992401123,0.18903827667236328,0.10222738981246948,0.2421848028898239,0.2380419373512268,0.12971168756484985,0.01693330518901348,0.21037352085113525,0.1019214391708374,0.24936909973621368,0.20046484470367432,0.20639723539352417,-0.040613122284412384,0.18371468782424927,0.176771342754364,0.21196231245994568
C,-0.20683753490447998,-0.11450979113578796,-0.052985966205596924,-0.14561444520950317,-0.11323502659797668,-0.19886142015457153,-0.13495895266532898,-0.1421109139919281,0.13497622311115265,-0.1312084197998047,0.0556950569152832,-0.2391059845685959,-0.12408661842346191,0.012302994728088379,0.15762656927108765,-0.14064788818359375,0.18504416942596436,-0.22774627804756165,-0.1298302710056305,0.12848162651062012,0.08057158440351486,-0.0017728209495544434,0.017892003059387207,-0.09846588969230652,0.0017728209495544434,-0.017892032861709595,0.0982871875166893,0.10669893026351929,0.07325923442840576,-0.05673659220337868,0.10023784637451172,0.055695533752441406,0.15195250511169434,0.21816951036453247,0.09289872646331787,0.02275996468961239,0.2027202844619751,0.07881450653076172,0.24187058210372925,0.24240529537200928,0.08100688457489014,0.028224442154169083,0.2238178849220276,0.06847083568572998,0.24938040971755981,0.23721516132354736,0.177435040473938,-0.0318690724670887,0.21544629335403442,0.15112054347991943,0.2067999243736267
C,-0.2200945019721985,-0.05083104968070984,-0.023511512205004692,-0.16292575001716614,-0.056616395711898804,-0.15045322477817535,-0.14569401741027832,-0.11076721549034119,0.13828042149543762,-0.08163249492645264,0.0061337947845458984,-0.18007856607437134,-0.08333143591880798,-0.03799882531166077,0.18619510531425476,-0.10868632793426514,0.115043044090271,-0.17133857309818268,-0.09864532947540283,0.053856492042541504,0.1590583324432373,-0.004094421863555908,0.02438795566558838,-0.09679397195577621,0.004094421863555908,-0.02438792586326599,0.09678378701210022,0.11601495742797852,0.05331742763519287,-0.06346787512302399,0.11492538452148438,0.026870131492614746,0.11954470723867416,0.23023486137390137,0.027899861335754395,-0.008132641203701496,0.22331583499908447,0.01645517349243164,0.17977184057235718,0.2481215000152588,0.0051157474517822266,-0.0033239752519875765,0.24164891242980957,-0.0050178468227386475,0.1824527382850647,0.2586240768432617,0.10406756401062012,-0.050080545246601105,0.24638664722442627,0.0871502161026001,0.13826356828212738
C,-0.22714096307754517,0.019435763359069824,0.0023502625990659,-0.1662113070487976,0.00884401798248291,-0.13403759896755219,-0.1509610414505005,-0.0563143789768219,0.1632765382528305,-0.07968580722808838,-0.037252575159072876,-0.21328814327716827,-0.07159528136253357,-0.08933618664741516,0.21575376391410828,-0.10691118240356445,0.0817030668258667,-0.2604820132255554,-0.08695745468139648,0.005073070526123047,0.21925948560237885,-0.0008778870105743408,0.023662209510803223,-0.10289967060089111,0.0008778572082519531,-0.02366223931312561,0.10301884263753891,0.11969715356826782,0.03080928325653076,-0.0783093124628067,0.11625045537948608,0.0034939050674438477,0.11717411875724792,0.23260265588760376,-0.012041419744491577,-0.02984275110065937,0.22479462623596191,-0.02527281641960144,0.16713911294937134,0.24940985441207886,-0.03617611527442932,-0.024990206584334373,0.24229001998901367,-0.04672577977180481,0.16851578652858734,0.2625073194503784,0.061566948890686035,-0.0749114453792572,0.25133025646209717,0.0465848445892334,0.11703363060951233
C,-0.22869184613227844,0.008666515350341797,0.02342170663177967,-0.16721409559249878,0.010707378387451172,-0.13036134839057922,-0.15299934148788452,-0.05533286929130554,0.1853245049715042,-0.08266294002532959,-0.016575723886489868,-0.23661360144615173,-0.07538700103759766,-0.0781121551990509,0.2469705194234848,-0.11347264051437378,0.09013330936431885,-0.32293611764907837,-0.0875014066696167,0.009415149688720703,0.26227614283561707,0.00035268068313598633,0.025257229804992676,-0.1044871136546135,-0.00035268068313598633,-0.025257200002670288,0.10458408296108246,0.11911207437515259,0.033632874488830566,-0.09642519056797028,0.11426419019699097,0.0054427385330200195,0.11074656993150711,0.23058772087097168,0.0021518468856811523,-0.07088615745306015,0.22129040956497192,-0.013258904218673706,0.14172658324241638,0.2473752498626709,-0.01682421565055847,-0.06950198113918304,0.2422260046005249,-0.03188297152519226,0.14129319787025452,0.24484121799468994,0.08184695243835449,-0.12770581245422363,0.23378890752792358,0.06432056427001953,0.09190583229064941
C,-0.21347659826278687,-0.13972389698028564,-0.050266001373529434,-0.1499619483947754,-0.09088915586471558,-0.19575954973697662,-0.1329563856124878,-0.12555253505706787,0.16074371337890625,-0.10852289199829102,0.04975616931915283,-0.22361451387405396,-0.0978398323059082,0.008373081684112549,0.18510699272155762,-0.12492513656616211,0.1724267601966858,-0.21082977950572968,-0.11057490110397339,0.12714117765426636,0.10596611350774765,-0.0032067298889160156,0.019290804862976074,-0.1106899231672287,0.0032067298889160156,-0.019290804862976074,0.11067645251750946,0.11082273721694946,0.06690478324890137,-0.09427475929260254,0.1108049750328064,0.0413472056388855,0.13323067128658295,0.22708368301391602,0.07978200912475586,-0.034423451870679855,0.21838682889938354,0.06251412630081177,0.20415115356445312,0.2504909634590149,0.06819730997085571,-0.03093387745320797,0.2404627799987793,0.051893651485443115,0.2081165611743927,0.2370942234992981,0.17054903507232666,-0.09847062081098557,0.22420072555541992,0.13967496156692505,0.15656107664108276
C,-0.21382653713226318,-0.1678045094013214,-0.13096585869789124,-0.15334928035736084,-0.09349888563156128,-0.2668693959712982,-0.1408546268939972,-0.12903255224227905,0.0941036120057106,-0.15150907635688782,0.068828284740448,-0.2960122525691986,-0.14027997851371765,0.02098250389099121,0.10162123292684555,-0.15048620104789734,0.19779789447784424,-0.2769511938095093,-0.14170366525650024,0.1463729739189148,0.03460342809557915,0.0019939541816711426,0.008667707443237305,-0.11524592339992523,-0.0019939541816711426,-0.008667707443237305,0.11514260619878769,0.1017080545425415,0.07956641912460327,-0.038667451590299606,0.09214478731155396,0.06733709573745728,0.2170722633600235,0.21116697788238525,0.11536705493927002,0.05276684835553169,0.1843675971031189,0.08829957246780396,0.35291966795921326,0.23380738496780396,0.11060148477554321,0.05837075412273407,0.20658546686172485,0.08300626277923584,0.3653014600276947,0.20941221714019775,0.19476163387298584,-0.02011609822511673,0.18687623739242554,0.15096193552017212,0.33001646399497986
C,-0.21971935033798218,-0.12246683239936829,-0.011372046545147896,-0.15911659598350525,-0.07405039668083191,-0.19106729328632355,-0.13991492986679077,-0.12326142191886902,0.15842095017433167,-0.0952962338924408,0.02634716033935547,-0.20977891981601715,-0.0822378396987915,-0.025507241487503052,0.20097562670707703,-0.11942413449287415,0.1422499418258667,-0.19466258585453033,-0.10304626822471619,0.06991410255432129,0.14898733794689178,-0.0031135082244873047,0.024086833000183105,-0.11073858290910721,0.0031135082244873047,-0.024086803197860718,0.11080344021320343,0.11715424060821533,0.05824267864227295,-0.06724070757627487,0.11306095123291016,0.031132221221923828,0.1565059870481491,0.2278367280960083,0.06200587749481201,0.00350544648244977,0.21703684329986572,0.04707801342010498,0.23873695731163025,0.25128960609436035,0.04676997661590576,0.008908350951969624,0.23813402652740479,0.036055564880371094,0.2448524832725525,0.238012433052063,0.14231348037719727,-0.04824632406234741,0.22269082069396973,0.1184079647064209,0.20444966852664948
C,-0.23009556531906128,-0.009647130966186523,-0.005298979114741087,-0.1627502143383026,0.006019413471221924,-0.14855176210403442,-0.149196058511734,-0.06313985586166382,0.1674969345331192,-0.07540550827980042,-0.027097702026367188,-0.2452607899904251,-0.07161340117454529,-0.07976889610290527,0.23594410717487335,-0.11277192831039429,0.08138859272003174,-0.3232807219028473,-0.09410041570663452,0.004285693168640137,0.25232890248298645,0.0004456639289855957,0.025433361530303955,-0.10591190308332443,-0.0004456639289855957,-0.025433361530303955,0.10607938468456268,0.11693179607391357,0.03232043981552124,-0.08041401952505112,0.11460721492767334,0.008428633213043213,0.11811704188585281,0.22750866413116455,0.006037473678588867,-0.03436925262212753,0.22035908699035645,-0.005916416645050049,0.1667734980583191,0.24693405628204346,-0.015882551670074463,-0.030529649928212166,0.2399439811706543,-0.024435818195343018,0.16774693131446838,0.24551379680633545,0.08041536808013916,-0.08871766179800034,0.23331284523010254,0.06382519006729126,0.1143459603190422
C,-0.22192925214767456,-0.06904897093772888,-0.0015991617692634463,-0.15622618794441223,-0.04153367877006531,-0.16536960005760193,-0.14417335391044617,-0.08347830176353455,0.1572454422712326,-0.0749148428440094,0.007568478584289551,-0.18003429472446442,-0.0768379271030426,-0.026466399431228638,0.20824044942855835,-0.10439586639404297,0.10632288455963135,-0.1474505215883255,-0.10213825106620789,0.06487119197845459,0.1914212852716446,-0.0018492937088012695,0.021958351135253906,-0.11047057062387466,0.0018492937088012695,-0.02195832133293152,0.11057937145233154,0.1182718276977539,0.04680275917053223,-0.07628083229064941,0.11507999897003174,0.017444729804992676,0.13533642888069153,0.231034517288208,0.03438591957092285,-0.027704035863280296,0.22236990928649902,0.017495393753051758,0.19892705976963043,0.2547951936721802,0.01657891273498535,-0.02398931048810482,0.24402832984924316,0.003222942352294922,0.2022378295660019,0.24799954891204834,0.11566567420959473,-0.08144455403089523,0.23170459270477295,0.08648872375488281,0.16047236323356628
